,name,node_name,Edges Connected to cwe,Number of Edges Connected to cwe,Number of Edges Connected to cve,Edges Connected to cve,Edges Connected to tactic,Number of Edges Connected to tactic,Edges Connected to technique,Number of Edges Connected to technique,Edges Connected to capec,Number of Edges Connected to capec,Edges Connected to cpe,Number of Edges Connected to cpe,metadata,original_id
107,,cpe_01300,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810204:*:*:*:*:*:*
108,,cpe_01301,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201911402:*:*:*:*:*:*
109,,cpe_01302,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904223:*:*:*:*:*:*
110,,cpe_01303,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201811301:*:*:*:*:*:*
111,,cpe_01304,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201912103:*:*:*:*:*:*
112,,cpe_01305,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201910001:*:*:*:*:*:*
113,,cpe_01306,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201901402:*:*:*:*:*:*
114,,cpe_01307,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904217:*:*:*:*:*:*
115,,cpe_01308,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908205:*:*:*:*:*:*
116,,cpe_01309,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201912403:*:*:*:*:*:*
117,,cpe_01310,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201912301:*:*:*:*:*:*
118,,cpe_01311,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810217:*:*:*:*:*:*
119,,cpe_01312,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908216:*:*:*:*:*:*
120,,cpe_01313,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201701001:*:*:*:*:*:*
121,,cpe_01314,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904202:*:*:*:*:*:*
122,,cpe_01315,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-202004001:*:*:*:*:*:*
123,,cpe_01316,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707216:*:*:*:*:*:*
124,,cpe_01317,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904227:*:*:*:*:*:*
125,,cpe_01318,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707209:*:*:*:*:*:*
126,,cpe_01319,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810226:*:*:*:*:*:*
127,,cpe_01320,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201905001:*:*:*:*:*:*
128,,cpe_01321,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904222:*:*:*:*:*:*
129,,cpe_01322,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904229:*:*:*:*:*:*
130,,cpe_01323,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-202004408:*:*:*:*:*:*
131,,cpe_01324,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201811001:*:*:*:*:*:*
132,,cpe_01325,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810218:*:*:*:*:*:*
133,,cpe_01326,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707201:*:*:*:*:*:*
134,,cpe_01327,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908104:*:*:*:*:*:*
135,,cpe_01328,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707102:*:*:*:*:*:*
136,,cpe_01329,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908202:*:*:*:*:*:*
137,,cpe_01330,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810207:*:*:*:*:*:*
138,,cpe_01331,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908103:*:*:*:*:*:*
139,,cpe_01332,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707220:*:*:*:*:*:*
140,,cpe_01333,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201808001:*:*:*:*:*:*
141,,cpe_01334,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810216:*:*:*:*:*:*
142,,cpe_01335,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810211:*:*:*:*:*:*
143,,cpe_01336,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707221:*:*:*:*:*:*
144,,cpe_01337,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201908001:*:*:*:*:*:*
145,,cpe_01338,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908210:*:*:*:*:*:*
146,,cpe_01339,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810220:*:*:*:*:*:*
147,,cpe_01340,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908206:*:*:*:*:*:*
148,,cpe_01341,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707219:*:*:*:*:*:*
149,,cpe_01342,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201704001:*:*:*:*:*:*
150,,cpe_01343,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201905001:*:*:*:*:*:*
151,,cpe_01344,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201901001:*:*:*:*:*:*
152,,cpe_01345,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810227:*:*:*:*:*:*
153,,cpe_01346,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904210:*:*:*:*:*:*
154,,cpe_01347,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904203:*:*:*:*:*:*
155,,cpe_01348,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908201:*:*:*:*:*:*
156,,cpe_01349,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908209:*:*:*:*:*:*
157,,cpe_01350,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201912102:*:*:*:*:*:*
158,,cpe_01351,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'fusion', 'vendor': 'vmware', 'version': '*'}",cpe:2.3:a:vmware:fusion:*:*:*:*:*:*:*:*
159,,cpe_01352,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810230:*:*:*:*:*:*
160,,cpe_01353,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904228:*:*:*:*:*:*
161,,cpe_01354,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707207:*:*:*:*:*:*
162,,cpe_01355,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810201:*:*:*:*:*:*
163,,cpe_01356,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904221:*:*:*:*:*:*
164,,cpe_01357,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201912401:*:*:*:*:*:*
165,,cpe_01358,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810205:*:*:*:*:*:*
