,name,node_name,Edges Connected to cwe,Number of Edges Connected to cwe,Number of Edges Connected to cve,Edges Connected to cve,Edges Connected to tactic,Number of Edges Connected to tactic,Edges Connected to technique,Number of Edges Connected to technique,Edges Connected to capec,Number of Edges Connected to capec,Edges Connected to cpe,Number of Edges Connected to cpe,metadata,original_id
0,,cpe_01044,set(),0,9,"{'cve_01053', 'cve_01043', 'cve_01048', 'cve_01052', 'cve_01045', 'cve_01047', 'cve_01049', 'cve_01050', 'cve_01046'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'lexiglot', 'vendor': 'piwigo', 'version': '*'}",cpe:2.3:a:piwigo:lexiglot:*:*:*:*:*:*:*:*
1,,cpe_01056,set(),0,2,"{'cve_01055', 'cve_01057'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'grafana', 'vendor': 'grafana', 'version': '5.3.1'}",cpe:2.3:a:grafana:grafana:5.3.1:*:*:*:*:*:*:*
2,,cpe_01060,set(),0,1,{'cve_01059'},set(),0,set(),0,set(),0,set(),0,"{'product': 'mailpoet', 'vendor': 'mailpoet', 'version': '*'}",cpe:2.3:a:mailpoet:mailpoet:*:*:*:*:*:wordpress:*:*
3,,cpe_01075,set(),0,1,{'cve_01074'},set(),0,set(),0,set(),0,set(),0,"{'product': 'upx', 'vendor': 'upx_project', 'version': '*'}",cpe:2.3:a:upx_project:upx:*:*:*:*:*:*:*:*
4,,cpe_01077,set(),0,1,{'cve_01076'},set(),0,set(),0,set(),0,set(),0,"{'product': 'linux_kernel', 'vendor': 'linux', 'version': '*'}",cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*
5,,cpe_01080,set(),0,1,{'cve_01079'},set(),0,set(),0,set(),0,set(),0,"{'product': 'vim', 'vendor': 'vim', 'version': '*'}",cpe:2.3:a:vim:vim:*:*:*:*:*:*:*:*
6,,cpe_01082,set(),0,1,{'cve_01081'},set(),0,set(),0,set(),0,set(),0,"{'product': 'drupal', 'vendor': 'drupal', 'version': '8.7.4'}",cpe:2.3:a:drupal:drupal:8.7.4:*:*:*:*:*:*:*
7,,cpe_01085,set(),0,1,{'cve_01084'},set(),0,set(),0,set(),0,set(),0,"{'product': 'libvirt', 'vendor': 'redhat', 'version': '*'}",cpe:2.3:a:redhat:libvirt:*:*:*:*:*:*:*:*
8,,cpe_01087,set(),0,1,{'cve_01086'},set(),0,set(),0,set(),0,set(),0,"{'product': 'undertow', 'vendor': 'redhat', 'version': '*'}",cpe:2.3:a:redhat:undertow:*:*:*:*:*:*:*:*
9,,cpe_01089,set(),0,1,{'cve_01088'},set(),0,set(),0,set(),0,set(),0,"{'product': 'oddjob', 'vendor': 'redhat', 'version': '*'}",cpe:2.3:a:redhat:oddjob:*:*:*:*:*:*:*:*
10,,cpe_01091,set(),0,1,{'cve_01090'},set(),0,set(),0,set(),0,set(),0,"{'product': 'istio', 'vendor': 'istio', 'version': '*'}",cpe:2.3:a:istio:istio:*:*:*:*:*:*:*:*
11,,cpe_01093,set(),0,1,{'cve_01092'},set(),0,set(),0,set(),0,set(),0,"{'product': 'selinux', 'vendor': 'kernel', 'version': '*'}",cpe:2.3:a:kernel:selinux:*:*:*:*:*:*:*:*
12,,cpe_01094,set(),0,1,{'cve_01092'},set(),0,set(),0,set(),0,set(),0,"{'product': 'enterprise_linux_server', 'vendor': 'redhat', 'version': '8.0'}",cpe:2.3:o:redhat:enterprise_linux_server:8.0:*:*:*:*:*:*:*
13,,cpe_01095,set(),0,1,{'cve_01092'},set(),0,set(),0,set(),0,set(),0,"{'product': 'enterprise_linux_server', 'vendor': 'redhat', 'version': '7.0'}",cpe:2.3:o:redhat:enterprise_linux_server:7.0:*:*:*:*:*:*:*
14,,cpe_01097,set(),0,1,{'cve_01096'},set(),0,set(),0,set(),0,set(),0,"{'product': 'sympa', 'vendor': 'sympa', 'version': '*'}",cpe:2.3:a:sympa:sympa:*:*:*:*:*:*:*:*
15,,cpe_01099,set(),0,1,{'cve_01098'},set(),0,set(),0,set(),0,set(),0,"{'product': 'centreon', 'vendor': 'centreon', 'version': '*'}",cpe:2.3:a:centreon:centreon:*:*:*:*:*:*:*:*
16,,cpe_01100,set(),0,1,{'cve_01098'},set(),0,set(),0,set(),0,set(),0,"{'product': 'widget-host-monitoring', 'vendor': 'centreon', 'version': '19.10.0'}",cpe:2.3:a:centreon:widget-host-monitoring:19.10.0:*:*:*:*:*:*:*
17,,cpe_01101,set(),0,1,{'cve_01098'},set(),0,set(),0,set(),0,set(),0,"{'product': 'widget-host-monitoring', 'vendor': 'centreon', 'version': '*'}",cpe:2.3:a:centreon:widget-host-monitoring:*:*:*:*:*:*:*:*
18,,cpe_01103,set(),0,3,"{'cve_01102', 'cve_01196', 'cve_01197'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'centreon_service-monitoring_widget', 'vendor': 'centreon', 'version': '*'}",cpe:2.3:a:centreon:centreon_service-monitoring_widget:*:*:*:*:*:*:*:*
19,,cpe_01104,set(),0,3,"{'cve_01102', 'cve_01196', 'cve_01197'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'centreon_host-monitoring_widget', 'vendor': 'centreon', 'version': '*'}",cpe:2.3:a:centreon:centreon_host-monitoring_widget:*:*:*:*:*:*:*:*
20,,cpe_01105,set(),0,3,"{'cve_01102', 'cve_01196', 'cve_01197'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'centreon_tactical-overview_widget', 'vendor': 'centreon', 'version': '*'}",cpe:2.3:a:centreon:centreon_tactical-overview_widget:*:*:*:*:*:*:*:*
21,,cpe_01107,set(),0,1,{'cve_01106'},set(),0,set(),0,set(),0,set(),0,"{'product': 'mediawiki', 'vendor': 'mediawiki', 'version': '*'}",cpe:2.3:a:mediawiki:mediawiki:*:*:*:*:*:*:*:*
22,,cpe_01110,set(),0,13,"{'cve_01126', 'cve_01118', 'cve_01114', 'cve_01112', 'cve_01113', 'cve_01129', 'cve_01130', 'cve_01117', 'cve_01127', 'cve_01115', 'cve_01128', 'cve_01109', 'cve_01116'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'freerdp', 'vendor': 'freerdp', 'version': '*'}",cpe:2.3:a:freerdp:freerdp:*:*:*:*:*:*:*:*
23,,cpe_01120,set(),0,1,{'cve_01119'},set(),0,set(),0,set(),0,set(),0,"{'product': 'aegir', 'vendor': 'aegir_project', 'version': '*'}",cpe:2.3:a:aegir_project:aegir:*:*:*:*:*:node.js:*:*
24,,cpe_01123,set(),0,1,{'cve_01122'},set(),0,set(),0,set(),0,set(),0,"{'product': 'node-dns-sync', 'vendor': 'node-dns-sync_project', 'version': '*'}",cpe:2.3:a:node-dns-sync_project:node-dns-sync:*:*:*:*:*:*:*:*
25,,cpe_01125,set(),0,1,{'cve_01124'},set(),0,set(),0,set(),0,set(),0,"{'product': 'kaminari', 'vendor': 'kaminari_project', 'version': '*'}",cpe:2.3:a:kaminari_project:kaminari:*:*:*:*:*:*:*:*
26,,cpe_01137,set(),0,8,"{'cve_01505', 'cve_01142', 'cve_01136', 'cve_01144', 'cve_01146', 'cve_01148', 'cve_01143', 'cve_01147'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'firefox', 'vendor': 'mozilla', 'version': '*'}",cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*
27,,cpe_01138,set(),0,4,"{'cve_01144', 'cve_01505', 'cve_01147', 'cve_01136'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'thunderbird', 'vendor': 'mozilla', 'version': '*'}",cpe:2.3:a:mozilla:thunderbird:*:*:*:*:*:*:*:*
28,,cpe_01139,set(),0,4,"{'cve_01144', 'cve_01505', 'cve_01147', 'cve_01136'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'firefox_esr', 'vendor': 'mozilla', 'version': '*'}",cpe:2.3:a:mozilla:firefox_esr:*:*:*:*:*:*:*:*
29,,cpe_01150,set(),0,1,{'cve_01149'},set(),0,set(),0,set(),0,set(),0,"{'product': 'cpu_ls4000_firmware', 'vendor': 'swarco', 'version': 'g4'}",cpe:2.3:o:swarco:cpu_ls4000_firmware:g4:*:*:*:*:*:*:*
30,,cpe_01152,set(),0,1,{'cve_01151'},set(),0,set(),0,set(),0,set(),0,"{'product': 'mappress', 'vendor': 'mappresspro', 'version': '*'}",cpe:2.3:a:mappresspro:mappress:*:*:*:*:pro:wordpress:*:*
31,,cpe_01155,set(),0,1,{'cve_01154'},set(),0,set(),0,set(),0,set(),0,"{'product': 'pcoip_graphics_agent', 'vendor': 'teradici', 'version': '*'}",cpe:2.3:a:teradici:pcoip_graphics_agent:*:*:*:*:*:windows:*:*
32,,cpe_01156,set(),0,1,{'cve_01154'},set(),0,set(),0,set(),0,set(),0,"{'product': 'pcoip_standard_agent', 'vendor': 'teradici', 'version': '*'}",cpe:2.3:a:teradici:pcoip_standard_agent:*:*:*:*:*:windows:*:*
33,,cpe_01158,set(),0,3,"{'cve_01157', 'cve_01159', 'cve_01160'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'multi_server', 'vendor': 'sysax', 'version': '6.90'}",cpe:2.3:a:sysax:multi_server:6.90:*:*:*:*:*:*:*
34,,cpe_01163,set(),0,5,"{'cve_01164', 'cve_01225', 'cve_01219', 'cve_01166', 'cve_01162'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'qemu', 'vendor': 'qemu', 'version': '4.2.0'}",cpe:2.3:a:qemu:qemu:4.2.0:*:*:*:*:*:*:*
35,,cpe_01168,set(),0,1,{'cve_01167'},set(),0,set(),0,set(),0,set(),0,"{'product': 'smartdraw_2020', 'vendor': 'smartdraw', 'version': '27.0.0.0'}",cpe:2.3:a:smartdraw:smartdraw_2020:27.0.0.0:*:*:*:*:*:*:*
36,,cpe_01170,set(),0,1,{'cve_01169'},set(),0,set(),0,set(),0,set(),0,"{'product': 'engine', 'vendor': 'docker', 'version': '*'}",cpe:2.3:a:docker:engine:*:*:*:*:*:*:*:*
37,,cpe_01172,set(),0,1,{'cve_01171'},set(),0,set(),0,set(),0,set(),0,"{'product': 'dext5', 'vendor': 'dext5', 'version': '*'}",cpe:2.3:a:dext5:dext5:*:*:*:*:*:*:*:*
38,,cpe_01174,set(),0,3,"{'cve_01223', 'cve_01173', 'cve_01224'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'quickbox', 'vendor': 'quickbox', 'version': '*'}",cpe:2.3:a:quickbox:quickbox:*:*:*:*:community:*:*:*
39,,cpe_01175,set(),0,3,"{'cve_01223', 'cve_01173', 'cve_01224'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'quickbox', 'vendor': 'quickbox', 'version': '*'}",cpe:2.3:a:quickbox:quickbox:*:*:*:*:pro:*:*:*
40,,cpe_01177,set(),0,2,"{'cve_01176', 'cve_01178'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'image_resizer', 'vendor': 'verbb', 'version': '*'}",cpe:2.3:a:verbb:image_resizer:*:*:*:*:*:craft_cms:*:*
41,,cpe_01180,set(),0,1,{'cve_01179'},set(),0,set(),0,set(),0,set(),0,"{'product': 'em-http-request', 'vendor': 'em-http-request_project', 'version': '1.1.5'}",cpe:2.3:a:em-http-request_project:em-http-request:1.1.5:*:*:*:*:*:*:*
42,,cpe_01182,set(),0,2,"{'cve_01181', 'cve_01183'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'knock_knock', 'vendor': 'verbb', 'version': '*'}",cpe:2.3:a:verbb:knock_knock:*:*:*:*:*:craft_cms:*:*
43,,cpe_01185,set(),0,2,"{'cve_01222', 'cve_01184'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'bbpress', 'vendor': 'bbpress', 'version': '*'}",cpe:2.3:a:bbpress:bbpress:*:*:*:*:*:wordpress:*:*
44,,cpe_01187,set(),0,1,{'cve_01186'},set(),0,set(),0,set(),0,set(),0,"{'product': 'axel', 'vendor': 'axel_project', 'version': '*'}",cpe:2.3:a:axel_project:axel:*:*:*:*:*:*:*:*
45,,cpe_01189,set(),0,1,{'cve_01188'},set(),0,set(),0,set(),0,set(),0,"{'product': 'qore', 'vendor': 'qore', 'version': '*'}",cpe:2.3:a:qore:qore:*:*:*:*:*:*:*:*
46,,cpe_01191,set(),0,1,{'cve_01190'},set(),0,set(),0,set(),0,set(),0,"{'product': 'pichi', 'vendor': 'pichi_project', 'version': '*'}",cpe:2.3:a:pichi_project:pichi:*:*:*:*:*:*:*:*
47,,cpe_01193,set(),0,3,"{'cve_01195', 'cve_01192', 'cve_01218'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'jerryscript', 'vendor': 'jerryscript', 'version': '2.2.0'}",cpe:2.3:a:jerryscript:jerryscript:2.2.0:*:*:*:*:*:*:*
48,,cpe_01199,set(),0,3,"{'cve_01201', 'cve_01202', 'cve_01198'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'sqlite', 'vendor': 'sqlite', 'version': '*'}",cpe:2.3:a:sqlite:sqlite:*:*:*:*:*:*:*:*
49,,cpe_01204,set(),0,1,{'cve_01203'},set(),0,set(),0,set(),0,set(),0,"{'product': 'fork_cms', 'vendor': 'fork-cms', 'version': '*'}",cpe:2.3:a:fork-cms:fork_cms:*:*:*:*:*:*:*:*
50,,cpe_01206,set(),0,1,{'cve_01205'},set(),0,set(),0,set(),0,set(),0,"{'product': 'windows_master', 'vendor': 'youhua', 'version': '7.99.13.604'}",cpe:2.3:a:youhua:windows_master:7.99.13.604:*:*:*:*:*:*:*
51,,cpe_01208,set(),0,1,{'cve_01207'},set(),0,set(),0,set(),0,set(),0,"{'product': 'real-time_find_and_replace', 'vendor': 'infolific', 'version': '*'}",cpe:2.3:a:infolific:real-time_find_and_replace:*:*:*:*:*:wordpress:*:*
52,,cpe_01210,set(),0,2,"{'cve_01209', 'cve_01211'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'page_builder', 'vendor': 'siteorigin', 'version': '*'}",cpe:2.3:a:siteorigin:page_builder:*:*:*:*:*:wordpress:*:*
53,,cpe_01213,set(),0,1,{'cve_01212'},set(),0,set(),0,set(),0,set(),0,"{'product': 'accordion', 'vendor': 'pickplugins', 'version': '*'}",cpe:2.3:a:pickplugins:accordion:*:*:*:*:*:wordpress:*:*
54,,cpe_01215,set(),0,1,{'cve_01214'},set(),0,set(),0,set(),0,set(),0,"{'product': 'balsa', 'vendor': 'gnome', 'version': '*'}",cpe:2.3:a:gnome:balsa:*:*:*:*:*:*:*:*
55,,cpe_01216,set(),0,1,{'cve_01214'},set(),0,set(),0,set(),0,set(),0,"{'product': 'glib-networking', 'vendor': 'gnome', 'version': '*'}",cpe:2.3:a:gnome:glib-networking:*:*:*:*:*:*:*:*
56,,cpe_01217,set(),0,1,{'cve_01214'},set(),0,set(),0,set(),0,set(),0,"{'product': 'balsa', 'vendor': 'gnome', 'version': '2.6.0'}",cpe:2.3:a:gnome:balsa:2.6.0:*:*:*:*:*:*:*
57,,cpe_01221,set(),0,1,{'cve_01220'},set(),0,set(),0,set(),0,set(),0,"{'product': 'cms_made_simple', 'vendor': 'cmsmadesimple', 'version': '*'}",cpe:2.3:a:cmsmadesimple:cms_made_simple:*:*:*:*:*:*:*:*
58,,cpe_01228,set(),0,1,{'cve_01227'},set(),0,set(),0,set(),0,set(),0,"{'product': 'bitrix24', 'vendor': 'bitrix', 'version': '*'}",cpe:2.3:a:bitrix:bitrix24:*:*:*:*:*:*:*:*
59,,cpe_01249,set(),0,2,"{'cve_01252', 'cve_01248'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'netqmail', 'vendor': 'netqmail', 'version': '1.06'}",cpe:2.3:a:netqmail:netqmail:1.06:*:*:*:*:*:*:*
60,,cpe_01250,set(),0,2,"{'cve_01252', 'cve_01248'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'debian_linux', 'vendor': 'debian', 'version': '9.0'}",cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*
61,,cpe_01251,set(),0,2,"{'cve_01252', 'cve_01248'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'debian_linux', 'vendor': 'debian', 'version': '10'}",cpe:2.3:o:debian:debian_linux:10:*:*:*:*:*:*:*
62,,cpe_01255,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707211:*:*:*:*:*:*
63,,cpe_01256,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904224:*:*:*:*:*:*
64,,cpe_01257,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904207:*:*:*:*:*:*
65,,cpe_01258,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908101:*:*:*:*:*:*
66,,cpe_01259,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201912104:*:*:*:*:*:*
67,,cpe_01260,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201811002:*:*:*:*:*:*
68,,cpe_01261,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201912001:*:*:*:*:*:*
69,,cpe_01262,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707212:*:*:*:*:*:*
70,,cpe_01263,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810231:*:*:*:*:*:*
71,,cpe_01264,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201906002:*:*:*:*:*:*
72,,cpe_01265,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908212:*:*:*:*:*:*
73,,cpe_01266,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810225:*:*:*:*:*:*
74,,cpe_01267,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908102:*:*:*:*:*:*
75,,cpe_01268,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707208:*:*:*:*:*:*
76,,cpe_01269,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904219:*:*:*:*:*:*
77,,cpe_01270,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201901001:*:*:*:*:*:*
78,,cpe_01271,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810215:*:*:*:*:*:*
79,,cpe_01272,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707214:*:*:*:*:*:*
80,,cpe_01273,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810102:*:*:*:*:*:*
81,,cpe_01274,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201806001:*:*:*:*:*:*
82,,cpe_01275,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908221:*:*:*:*:*:*
83,,cpe_01276,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201912101:*:*:*:*:*:*
84,,cpe_01277,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-202004002:*:*:*:*:*:*
85,,cpe_01278,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707217:*:*:*:*:*:*
86,,cpe_01279,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904213:*:*:*:*:*:*
87,,cpe_01280,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201908207:*:*:*:*:*:*
88,,cpe_01281,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201806001:*:*:*:*:*:*
89,,cpe_01282,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904215:*:*:*:*:*:*
90,,cpe_01283,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810209:*:*:*:*:*:*
91,,cpe_01284,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201811001:*:*:*:*:*:*
92,,cpe_01285,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201808001:*:*:*:*:*:*
93,,cpe_01286,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810213:*:*:*:*:*:*
94,,cpe_01287,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-202004401:*:*:*:*:*:*
95,,cpe_01288,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810203:*:*:*:*:*:*
96,,cpe_01289,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:-:*:*:*:*:*:*
97,,cpe_01290,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707206:*:*:*:*:*:*
98,,cpe_01291,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:-:*:*:*:*:*:*
99,,cpe_01292,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904201:*:*:*:*:*:*
100,,cpe_01293,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810233:*:*:*:*:*:*
101,,cpe_01294,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201904214:*:*:*:*:*:*
102,,cpe_01295,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201912001:*:*:*:*:*:*
103,,cpe_01296,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810001:*:*:*:*:*:*
104,,cpe_01297,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.5'}",cpe:2.3:o:vmware:esxi:6.5:650-201707202:*:*:*:*:*:*
105,,cpe_01298,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201912401:*:*:*:*:*:*
106,,cpe_01299,set(),0,2,"{'cve_01441', 'cve_01254'}",set(),0,set(),0,set(),0,set(),0,"{'product': 'esxi', 'vendor': 'vmware', 'version': '6.7'}",cpe:2.3:o:vmware:esxi:6.7:670-201810228:*:*:*:*:*:*
